Depth,Years,Months,Lake,Temp,O2
0,2013,4,GBS,6.5,14.4
1,2013,4,GBS,6.1,14.7
2,2013,4,GBS,4.6,15.3
3,2013,4,GBS,4.3,15
4,2013,4,GBS,4.3,14.6
5,2013,4,GBS,4.2,14.5
6,2013,4,GBS,4.2,14.4
7,2013,4,GBS,4.1,14.2
8,2013,4,GBS,4.1,14.1
9,2013,4,GBS,4.1,14
10,2013,4,GBS,4.1,14
11,2013,4,GBS,4.1,13.9
12,2013,4,GBS,4.1,13.9
13,2013,4,GBS,4.1,13.9
14,2013,4,GBS,4.1,13.9
15,2013,4,GBS,4.1,13.9
16,2013,4,GBS,4.1,13.9
17,2013,4,GBS,4.1,13.9
18,2013,4,GBS,4.1,13.9
19,2013,4,GBS,4.1,13.9
20,2013,4,GBS,4.1,13.9
21,2013,4,GBS,4.1,13.9
22,2013,4,GBS,4.1,13.9
23,2013,4,GBS,4.1,13.8
24,2013,4,GBS,4.1,13.9
25,2013,4,GBS,4.1,13.8
26,2013,4,GBS,4.1,13.8
27,2013,4,GBS,4.1,13.8
28,2013,4,GBS,4.1,13.8
29,2013,4,GBS,4.1,13.8
30,2013,4,GBS,4,13.7
0,2013,5,GBS,13.4,13.2
1,2013,5,GBS,13.4,13.2
2,2013,5,GBS,13.4,13.2
3,2013,5,GBS,13.4,13.3
4,2013,5,GBS,12.6,13.1
5,2013,5,GBS,10.8,12.9
6,2013,5,GBS,9.2,12.3
7,2013,5,GBS,8.2,11.9
8,2013,5,GBS,7.3,11.3
9,2013,5,GBS,6.4,10.9
10,2013,5,GBS,5.9,10.4
11,2013,5,GBS,5.7,10.3
12,2013,5,GBS,5.6,10.4
13,2013,5,GBS,5.6,10.5
14,2013,5,GBS,5.4,10.6
15,2013,5,GBS,5.4,10.4
16,2013,5,GBS,5.3,10.3
17,2013,5,GBS,5.3,10.3
18,2013,5,GBS,5.2,10.3
19,2013,5,GBS,5,10.2
20,2013,5,GBS,4.9,10.3
21,2013,5,GBS,4.9,10.3
22,2013,5,GBS,4.9,10.3
23,2013,5,GBS,4.9,10.3
24,2013,5,GBS,4.8,10.4
25,2013,5,GBS,4.8,10.4
26,2013,5,GBS,4.7,10.4
27,2013,5,GBS,4.7,10.4
28,2013,5,GBS,4.7,10.4
29,2013,5,GBS,4.6,10.3
30,2013,5,GBS,4.6,10.1
0,2013,6,GBS,17.7,14.9
1,2013,6,GBS,17.7,14.9
2,2013,6,GBS,17.7,15.3
3,2013,6,GBS,16.5,15.6
4,2013,6,GBS,11.5,12.2
5,2013,6,GBS,10.7,10.4
6,2013,6,GBS,10.4,9.4
7,2013,6,GBS,10.3,9.2
8,2013,6,GBS,10.2,9
9,2013,6,GBS,9.9,8.9
10,2013,6,GBS,9.9,8.7
11,2013,6,GBS,9.7,8.6
12,2013,6,GBS,9.4,8.6
13,2013,6,GBS,9.3,8.5
14,2013,6,GBS,9.1,8.3
15,2013,6,GBS,8.8,8.4
16,2013,6,GBS,8.6,8.2
17,2013,6,GBS,8.4,8
18,2013,6,GBS,8.3,8
19,2013,6,GBS,8.1,8
20,2013,6,GBS,8,8
21,2013,6,GBS,7.8,7.8
22,2013,6,GBS,7.7,7.7
23,2013,6,GBS,7.4,7.7
24,2013,6,GBS,7.3,7.5
25,2013,6,GBS,7.2,7.4
26,2013,6,GBS,7,7.4
27,2013,6,GBS,6.7,7.3
28,2013,6,GBS,6.6,7.2
29,2013,6,GBS,6.6,7.1
30,2013,6,GBS,6.4,6.7
0,2013,7,GBS,20.4,10.2
1,2013,7,GBS,20.3,10.3
2,2013,7,GBS,20.3,10.2
3,2013,7,GBS,19.3,9.9
4,2013,7,GBS,18.5,9.8
5,2013,7,GBS,17.3,8.6
6,2013,7,GBS,16,6.5
7,2013,7,GBS,13,3
8,2013,7,GBS,11.4,2.8
9,2013,7,GBS,10.5,3.7
10,2013,7,GBS,10.2,4.5
11,2013,7,GBS,10,4.5
12,2013,7,GBS,9.8,4.7
13,2013,7,GBS,9.6,4.8
14,2013,7,GBS,9.4,5
15,2013,7,GBS,9.2,4.9
16,2013,7,GBS,8.9,5.1
17,2013,7,GBS,8.8,4.8
18,2013,7,GBS,8.6,4.6
19,2013,7,GBS,8.5,4.7
20,2013,7,GBS,8.3,4.9
21,2013,7,GBS,8.2,4.8
22,2013,7,GBS,7.9,4.8
23,2013,7,GBS,7.7,4.7
24,2013,7,GBS,7.6,4.5
25,2013,7,GBS,7.5,4.6
26,2013,7,GBS,7.3,4.5
27,2013,7,GBS,7.3,4.4
28,2013,7,GBS,7.3,4.3
29,2013,7,GBS,7.3,4.3
30,2013,7,GBS,7.2,4.1
0,2013,8,GBS,25,9.7
1,2013,8,GBS,25,9.7
2,2013,8,GBS,25,9.7
3,2013,8,GBS,24.7,9.8
4,2013,8,GBS,22.9,10.1
5,2013,8,GBS,21.7,9.1
6,2013,8,GBS,18,3.8
7,2013,8,GBS,13.8,0.8
8,2013,8,GBS,11.4,0.2
9,2013,8,GBS,10.7,0.3
10,2013,8,GBS,10.3,0.6
11,2013,8,GBS,9.9,0.9
12,2013,8,GBS,9.7,1.3
13,2013,8,GBS,9.4,1.6
14,2013,8,GBS,9.2,1.8
15,2013,8,GBS,9,1.9
16,2013,8,GBS,8.8,1.4
17,2013,8,GBS,8.7,1.3
18,2013,8,GBS,8.6,0.8
19,2013,8,GBS,8.5,0.9
20,2013,8,GBS,8.5,0.8
21,2013,8,GBS,8.4,0.8
22,2013,8,GBS,8.3,0.9
23,2013,8,GBS,8.1,1
24,2013,8,GBS,8,1
25,2013,8,GBS,8,0.9
26,2013,8,GBS,7.8,0.7
27,2013,8,GBS,7.7,0.5
28,2013,8,GBS,7.6,0.4
29,2013,8,GBS,7.6,0.4
30,2013,8,GBS,7.6,0.3
0,2013,9,GBS,17,8.75
1,2013,9,GBS,17.05,8.75
2,2013,9,GBS,17.05,8.75
3,2013,9,GBS,17,8.7
4,2013,9,GBS,17,8.7
5,2013,9,GBS,17,8.7
6,2013,9,GBS,17,8.65
7,2013,9,GBS,17,8.65
8,2013,9,GBS,13.75,5.15
9,2013,9,GBS,12.6,2.85
10,2013,9,GBS,11.05,0.5
11,2013,9,GBS,10.35,0.05
12,2013,9,GBS,9.9,0
13,2013,9,GBS,9.3,0
14,2013,9,GBS,9.15,0
15,2013,9,GBS,9.05,0
16,2013,9,GBS,8.95,0
17,2013,9,GBS,8.8,0
18,2013,9,GBS,8.7,0
19,2013,9,GBS,8.6,0
20,2013,9,GBS,8.6,0
21,2013,9,GBS,8.5,0
22,2013,9,GBS,8.45,0
23,2013,9,GBS,8.3,0
24,2013,9,GBS,8.15,0
25,2013,9,GBS,8.05,0
26,2013,9,GBS,7.95,0
27,2013,9,GBS,7.9,0
28,2013,9,GBS,7.9,0
29,2013,9,GBS,7.85,0
30,2013,9,GBS,7.8,0
0,2013,10,GBS,12.2,9
1,2013,10,GBS,12.2,9
2,2013,10,GBS,12.1,9
3,2013,10,GBS,12.2,9
4,2013,10,GBS,12.2,9
5,2013,10,GBS,12.2,9
6,2013,10,GBS,12.1,9
7,2013,10,GBS,12.2,9
8,2013,10,GBS,12.1,9
9,2013,10,GBS,12.1,8.9
10,2013,10,GBS,12.1,8.9
11,2013,10,GBS,12.1,8.9
12,2013,10,GBS,12.1,8.9
13,2013,10,GBS,12.1,8.9
14,2013,10,GBS,10.7,5.8
15,2013,10,GBS,9.2,0.9
16,2013,10,GBS,9,0.2
17,2013,10,GBS,8.8,0
18,2013,10,GBS,8.7,0
19,2013,10,GBS,8.7,0
20,2013,10,GBS,8.7,0
21,2013,10,GBS,8.6,0
22,2013,10,GBS,8.5,0
23,2013,10,GBS,8.4,0
24,2013,10,GBS,8.4,0
25,2013,10,GBS,8.4,0
26,2013,10,GBS,8.3,0
27,2013,10,GBS,8.3,0
28,2013,10,GBS,8.3,0
29,2013,10,GBS,8.3,0
30,2013,10,GBS,8.2,0
0,2013,11,GBS,8.4,7.7
1,2013,11,GBS,8.4,7.6
2,2013,11,GBS,8.4,7.6
3,2013,11,GBS,8.4,7.6
4,2013,11,GBS,8.4,7.6
5,2013,11,GBS,8.4,7.5
6,2013,11,GBS,8.4,7.5
7,2013,11,GBS,8.4,7.5
8,2013,11,GBS,8.4,7.5
9,2013,11,GBS,8.4,7.5
10,2013,11,GBS,8.4,7.5
11,2013,11,GBS,8.4,7.5
12,2013,11,GBS,8.4,7.5
13,2013,11,GBS,8.4,7.5
14,2013,11,GBS,8.4,7.5
15,2013,11,GBS,8.4,7.5
16,2013,11,GBS,8.4,7.5
17,2013,11,GBS,8.4,7.5
18,2013,11,GBS,8.4,7.5
19,2013,11,GBS,8.4,7.5
20,2013,11,GBS,8.4,7.5
21,2013,11,GBS,8.4,7.5
22,2013,11,GBS,8.4,7.5
23,2013,11,GBS,8.4,7.5
24,2013,11,GBS,8.4,7.5
25,2013,11,GBS,8.4,7.5
26,2013,11,GBS,8.4,7.5
27,2013,11,GBS,8.4,7.5
28,2013,11,GBS,8.4,7.5
29,2013,11,GBS,8.4,7.5
30,2013,11,GBS,8.4,7.5
0,2013,12,GBS,6,10.3
1,2013,12,GBS,6,10.2
2,2013,12,GBS,6,10.2
3,2013,12,GBS,6,10.2
4,2013,12,GBS,6,10.2
5,2013,12,GBS,6,10.2
6,2013,12,GBS,6,10.2
7,2013,12,GBS,6,10.2
8,2013,12,GBS,6,10.2
9,2013,12,GBS,6,10.2
10,2013,12,GBS,6,10.2
11,2013,12,GBS,6,10.2
12,2013,12,GBS,6,10.2
13,2013,12,GBS,6,10.2
14,2013,12,GBS,6,10.2
15,2013,12,GBS,6,10.2
16,2013,12,GBS,6,10.2
17,2013,12,GBS,6,10.2
18,2013,12,GBS,6,10.2
19,2013,12,GBS,6,10.2
20,2013,12,GBS,6,10.2
21,2013,12,GBS,6,10.2
22,2013,12,GBS,6,10.2
23,2013,12,GBS,6,10.2
24,2013,12,GBS,6,10.2
25,2013,12,GBS,6,10.2
26,2013,12,GBS,6,10.2
27,2013,12,GBS,6,10.2
28,2013,12,GBS,6,10.2
29,2013,12,GBS,6,10.2
30,2013,12,GBS,6,10.2
0,2014,1,GBS,NaN,NaN
1,2014,1,GBS,NaN,NaN
2,2014,1,GBS,NaN,NaN
3,2014,1,GBS,NaN,NaN
4,2014,1,GBS,NaN,NaN
5,2014,1,GBS,NaN,NaN
6,2014,1,GBS,NaN,NaN
7,2014,1,GBS,NaN,NaN
8,2014,1,GBS,NaN,NaN
9,2014,1,GBS,NaN,NaN
10,2014,1,GBS,NaN,NaN
11,2014,1,GBS,NaN,NaN
12,2014,1,GBS,NaN,NaN
13,2014,1,GBS,NaN,NaN
14,2014,1,GBS,NaN,NaN
15,2014,1,GBS,NaN,NaN
16,2014,1,GBS,NaN,NaN
17,2014,1,GBS,NaN,NaN
18,2014,1,GBS,NaN,NaN
19,2014,1,GBS,NaN,NaN
20,2014,1,GBS,NaN,NaN
21,2014,1,GBS,NaN,NaN
22,2014,1,GBS,NaN,NaN
23,2014,1,GBS,NaN,NaN
24,2014,1,GBS,NaN,NaN
25,2014,1,GBS,NaN,NaN
26,2014,1,GBS,NaN,NaN
27,2014,1,GBS,NaN,NaN
28,2014,1,GBS,NaN,NaN
29,2014,1,GBS,NaN,NaN
30,2014,1,GBS,NaN,NaN
0,2014,2,GBS,NaN,NaN
1,2014,2,GBS,NaN,NaN
2,2014,2,GBS,NaN,NaN
3,2014,2,GBS,NaN,NaN
4,2014,2,GBS,NaN,NaN
5,2014,2,GBS,NaN,NaN
6,2014,2,GBS,NaN,NaN
7,2014,2,GBS,NaN,NaN
8,2014,2,GBS,NaN,NaN
9,2014,2,GBS,NaN,NaN
10,2014,2,GBS,NaN,NaN
11,2014,2,GBS,NaN,NaN
12,2014,2,GBS,NaN,NaN
13,2014,2,GBS,NaN,NaN
14,2014,2,GBS,NaN,NaN
15,2014,2,GBS,NaN,NaN
16,2014,2,GBS,NaN,NaN
17,2014,2,GBS,NaN,NaN
18,2014,2,GBS,NaN,NaN
19,2014,2,GBS,NaN,NaN
20,2014,2,GBS,NaN,NaN
21,2014,2,GBS,NaN,NaN
22,2014,2,GBS,NaN,NaN
23,2014,2,GBS,NaN,NaN
24,2014,2,GBS,NaN,NaN
25,2014,2,GBS,NaN,NaN
26,2014,2,GBS,NaN,NaN
27,2014,2,GBS,NaN,NaN
28,2014,2,GBS,NaN,NaN
29,2014,2,GBS,NaN,NaN
30,2014,2,GBS,NaN,NaN
0,2014,3,GBS,NaN,NaN
1,2014,3,GBS,NaN,NaN
2,2014,3,GBS,NaN,NaN
3,2014,3,GBS,NaN,NaN
4,2014,3,GBS,NaN,NaN
5,2014,3,GBS,NaN,NaN
6,2014,3,GBS,NaN,NaN
7,2014,3,GBS,NaN,NaN
8,2014,3,GBS,NaN,NaN
9,2014,3,GBS,NaN,NaN
10,2014,3,GBS,NaN,NaN
11,2014,3,GBS,NaN,NaN
12,2014,3,GBS,NaN,NaN
13,2014,3,GBS,NaN,NaN
14,2014,3,GBS,NaN,NaN
15,2014,3,GBS,NaN,NaN
16,2014,3,GBS,NaN,NaN
17,2014,3,GBS,NaN,NaN
18,2014,3,GBS,NaN,NaN
19,2014,3,GBS,NaN,NaN
20,2014,3,GBS,NaN,NaN
21,2014,3,GBS,NaN,NaN
22,2014,3,GBS,NaN,NaN
23,2014,3,GBS,NaN,NaN
24,2014,3,GBS,NaN,NaN
25,2014,3,GBS,NaN,NaN
26,2014,3,GBS,NaN,NaN
27,2014,3,GBS,NaN,NaN
28,2014,3,GBS,NaN,NaN
29,2014,3,GBS,NaN,NaN
30,2014,3,GBS,NaN,NaN
0,2014,4,GBS,12.9,11.9
1,2014,4,GBS,12.8,11.9
2,2014,4,GBS,12.8,12
3,2014,4,GBS,12.8,12
4,2014,4,GBS,12.8,11.9
5,2014,4,GBS,12.5,12.1
6,2014,4,GBS,11.6,12.3
7,2014,4,GBS,9.6,11.9
8,2014,4,GBS,9,11.3
9,2014,4,GBS,8.7,10.8
10,2014,4,GBS,8.5,10.7
11,2014,4,GBS,8.4,10.6
12,2014,4,GBS,8.4,10.6
13,2014,4,GBS,8.2,10.5
14,2014,4,GBS,8,10.5
15,2014,4,GBS,7.9,10.3
16,2014,4,GBS,7.8,10.3
17,2014,4,GBS,7.6,9.9
18,2014,4,GBS,7.6,9.8
19,2014,4,GBS,7.5,9.7
20,2014,4,GBS,7.5,9.6
21,2014,4,GBS,7.4,9.5
22,2014,4,GBS,7.4,9.4
23,2014,4,GBS,7.4,9.4
24,2014,4,GBS,7.4,9.4
25,2014,4,GBS,7.3,9.3
26,2014,4,GBS,7.3,9.3
27,2014,4,GBS,7.2,9.2
28,2014,4,GBS,7.2,9.2
29,2014,4,GBS,7.2,9.1
30,2014,4,GBS,7.2,9.1
0,2014,5,GBS,16.4,11.8
1,2014,5,GBS,16.4,11.8
2,2014,5,GBS,16.3,11.8
3,2014,5,GBS,16.3,11.8
4,2014,5,GBS,15.2,11.7
5,2014,5,GBS,14.1,11.5
6,2014,5,GBS,13.6,11.2
7,2014,5,GBS,13,10.6
8,2014,5,GBS,12.3,9.8
9,2014,5,GBS,11.5,9.1
10,2014,5,GBS,10.5,7.9
11,2014,5,GBS,10,7.2
12,2014,5,GBS,9.7,7
13,2014,5,GBS,9.5,6.9
14,2014,5,GBS,9.2,6.7
15,2014,5,GBS,9.1,6.5
16,2014,5,GBS,8.9,6.3
17,2014,5,GBS,8.8,6.2
18,2014,5,GBS,8.6,6
19,2014,5,GBS,8.5,5.8
20,2014,5,GBS,8.4,5.8
21,2014,5,GBS,8.3,5.8
22,2014,5,GBS,8.3,5.7
23,2014,5,GBS,8.2,5.7
24,2014,5,GBS,8.2,5.6
25,2014,5,GBS,8.2,5.5
26,2014,5,GBS,8.2,5.5
27,2014,5,GBS,8.1,5.4
28,2014,5,GBS,8.1,5.4
29,2014,5,GBS,8.1,5.3
30,2014,5,GBS,8.1,5.1
0,2014,6,GBS,20.4,9.6
1,2014,6,GBS,20.3,9.6
2,2014,6,GBS,20.3,9.6
3,2014,6,GBS,20.2,9.6
4,2014,6,GBS,20.1,9.6
5,2014,6,GBS,20.1,9.6
6,2014,6,GBS,17.1,9.5
7,2014,6,GBS,13.7,6.1
8,2014,6,GBS,12.3,5
9,2014,6,GBS,11.8,4.7
10,2014,6,GBS,11.1,4.1
11,2014,6,GBS,10.7,3.8
12,2014,6,GBS,10.3,3.5
13,2014,6,GBS,9.8,2.4
14,2014,6,GBS,9.5,1.9
15,2014,6,GBS,9.4,1.9
16,2014,6,GBS,9.2,2.2
17,2014,6,GBS,9.1,1.8
18,2014,6,GBS,9,1.5
19,2014,6,GBS,9,1.4
20,2014,6,GBS,8.9,1.6
21,2014,6,GBS,8.8,1.5
22,2014,6,GBS,8.7,1.4
23,2014,6,GBS,8.6,1.3
24,2014,6,GBS,8.5,1.5
25,2014,6,GBS,8.5,1.4
26,2014,6,GBS,8.5,1.4
27,2014,6,GBS,8.5,1.3
28,2014,6,GBS,8.5,1.3
29,2014,6,GBS,8.5,1.3
30,2014,6,GBS,8.4,1
0,2014,7,GBS,23.3,9.2
1,2014,7,GBS,23.4,9.2
2,2014,7,GBS,23.3,9.2
3,2014,7,GBS,23.3,9.2
4,2014,7,GBS,22.9,9.3
5,2014,7,GBS,22.8,9.3
6,2014,7,GBS,19.6,9.6
7,2014,7,GBS,17.8,7.7
8,2014,7,GBS,16.1,4.9
9,2014,7,GBS,13.7,2.4
10,2014,7,GBS,11.9,1.2
11,2014,7,GBS,11.2,0.9
12,2014,7,GBS,10.1,0.3
13,2014,7,GBS,9.9,0.1
14,2014,7,GBS,9.7,0
15,2014,7,GBS,9.6,0
16,2014,7,GBS,9.5,0
17,2014,7,GBS,9.4,0
18,2014,7,GBS,9.3,0
19,2014,7,GBS,9.3,0
20,2014,7,GBS,9.1,0
21,2014,7,GBS,9,0
22,2014,7,GBS,8.9,0
23,2014,7,GBS,8.8,0
24,2014,7,GBS,8.8,0
25,2014,7,GBS,8.8,0
26,2014,7,GBS,8.8,0
27,2014,7,GBS,8.8,0
28,2014,7,GBS,8.8,0
29,2014,7,GBS,8.8,0
30,2014,7,GBS,8.7,0
0,2014,8,GBS,19.8,8.6
1,2014,8,GBS,19.8,8.6
2,2014,8,GBS,19.8,8.6
3,2014,8,GBS,19.8,8.6
4,2014,8,GBS,19.8,8.6
5,2014,8,GBS,19.8,8.6
6,2014,8,GBS,19.8,8.6
7,2014,8,GBS,19.7,8.6
8,2014,8,GBS,19.7,8.6
9,2014,8,GBS,14,1.3
10,2014,8,GBS,12.7,0.5
11,2014,8,GBS,11.4,0.1
12,2014,8,GBS,10.7,0
13,2014,8,GBS,10.3,0
14,2014,8,GBS,10,0
15,2014,8,GBS,9.9,0
16,2014,8,GBS,9.7,0
17,2014,8,GBS,9.6,0
18,2014,8,GBS,9.6,0
19,2014,8,GBS,9.5,0
20,2014,8,GBS,9.4,0
21,2014,8,GBS,9.3,0
22,2014,8,GBS,9.4,0
23,2014,8,GBS,9.2,0
24,2014,8,GBS,9.1,0
25,2014,8,GBS,9,0
26,2014,8,GBS,9,0
27,2014,8,GBS,9,0
28,2014,8,GBS,9,0
29,2014,8,GBS,9,0
30,2014,8,GBS,9,0
0,2014,9,GBS,17.9,8.9
1,2014,9,GBS,17.9,8.9
2,2014,9,GBS,17.9,8.9
3,2014,9,GBS,17.9,8.9
4,2014,9,GBS,17.9,8.9
5,2014,9,GBS,17.9,8.9
6,2014,9,GBS,17.9,8.9
7,2014,9,GBS,17.9,8.8
8,2014,9,GBS,17.9,8.7
9,2014,9,GBS,16.7,4.6
10,2014,9,GBS,15.2,1.9
11,2014,9,GBS,12.4,0.5
12,2014,9,GBS,11,0.2
13,2014,9,GBS,10.4,0
14,2014,9,GBS,10.2,0
15,2014,9,GBS,10,0
16,2014,9,GBS,9.9,0
17,2014,9,GBS,9.8,0
18,2014,9,GBS,9.7,0
19,2014,9,GBS,9.6,0
20,2014,9,GBS,9.5,0
21,2014,9,GBS,9.4,0
22,2014,9,GBS,9.3,0
23,2014,9,GBS,9.2,0
24,2014,9,GBS,9.2,0
25,2014,9,GBS,9.1,0
26,2014,9,GBS,9.1,0
27,2014,9,GBS,9.1,0
28,2014,9,GBS,9.1,0
29,2014,9,GBS,9.1,0
30,2014,9,GBS,9,0
0,2014,10,GBS,16.2,9
1,2014,10,GBS,16.2,9
2,2014,10,GBS,16.2,9
3,2014,10,GBS,16.2,9
4,2014,10,GBS,16.2,9
5,2014,10,GBS,16.2,9
6,2014,10,GBS,16.2,9
7,2014,10,GBS,16.1,8.9
8,2014,10,GBS,16.1,8.7
9,2014,10,GBS,16,8.6
10,2014,10,GBS,15.7,7.5
11,2014,10,GBS,14.8,2.5
12,2014,10,GBS,14.1,1.2
13,2014,10,GBS,11.2,0.2
14,2014,10,GBS,10.6,0.1
15,2014,10,GBS,10,0
16,2014,10,GBS,9.8,0
17,2014,10,GBS,9.7,0
18,2014,10,GBS,9.6,0
19,2014,10,GBS,9.5,0
20,2014,10,GBS,9.5,0
21,2014,10,GBS,9.3,0
22,2014,10,GBS,9.2,0
23,2014,10,GBS,9.2,0
24,2014,10,GBS,9.1,0
25,2014,10,GBS,9.1,0
26,2014,10,GBS,9.1,0
27,2014,10,GBS,9.1,0
28,2014,10,GBS,9,0
29,2014,10,GBS,9,0
30,2014,10,GBS,9,0
0,2014,11,GBS,11.6,8.1
1,2014,11,GBS,11.6,8.1
2,2014,11,GBS,11.6,8
3,2014,11,GBS,11.6,8
4,2014,11,GBS,11.6,8
5,2014,11,GBS,11.6,7.9
6,2014,11,GBS,11.6,7.9
7,2014,11,GBS,11.6,7.9
8,2014,11,GBS,11.6,7.9
9,2014,11,GBS,11.6,7.9
10,2014,11,GBS,11.6,7.9
11,2014,11,GBS,11.6,7.9
12,2014,11,GBS,11.6,7.9
13,2014,11,GBS,11.6,7.9
14,2014,11,GBS,11.6,7.9
15,2014,11,GBS,11.6,7.8
16,2014,11,GBS,11.6,7.8
17,2014,11,GBS,11.4,3.7
18,2014,11,GBS,10.7,1.6
19,2014,11,GBS,10.1,0.7
20,2014,11,GBS,9.8,0.1
21,2014,11,GBS,9.6,0.1
22,2014,11,GBS,9.5,0
23,2014,11,GBS,9.4,0
24,2014,11,GBS,9.3,0
25,2014,11,GBS,9.2,0
26,2014,11,GBS,9.2,0
27,2014,11,GBS,9.2,0
28,2014,11,GBS,9.2,0
29,2014,11,GBS,9.2,0
30,2014,11,GBS,9.1,0
0,2014,12,GBS,7.6,9.4
1,2014,12,GBS,7.6,9.4
2,2014,12,GBS,7.6,9.3
3,2014,12,GBS,7.6,9.3
4,2014,12,GBS,7.6,9.3
5,2014,12,GBS,7.6,9.3
6,2014,12,GBS,7.6,9.3
7,2014,12,GBS,7.6,9.3
8,2014,12,GBS,7.6,9.4
9,2014,12,GBS,7.6,9.3
10,2014,12,GBS,7.6,9.3
11,2014,12,GBS,7.6,9.3
12,2014,12,GBS,7.6,9.3
13,2014,12,GBS,7.6,9.4
14,2014,12,GBS,7.6,9.4
15,2014,12,GBS,7.6,9.3
16,2014,12,GBS,7.6,9.3
17,2014,12,GBS,7.6,9.3
18,2014,12,GBS,7.6,9.4
19,2014,12,GBS,7.6,9.3
20,2014,12,GBS,7.6,9.3
21,2014,12,GBS,7.6,9.3
22,2014,12,GBS,7.6,9.3
23,2014,12,GBS,7.6,9.3
24,2014,12,GBS,7.6,9.3
25,2014,12,GBS,7.6,9.4
26,2014,12,GBS,7.6,9.3
27,2014,12,GBS,7.6,9.3
28,2014,12,GBS,7.6,9.3
29,2014,12,GBS,7.6,9.3
30,2014,12,GBS,7.6,9.3
0,2015,1,GBS,NaN,NaN
1,2015,1,GBS,NaN,NaN
2,2015,1,GBS,NaN,NaN
3,2015,1,GBS,NaN,NaN
4,2015,1,GBS,NaN,NaN
5,2015,1,GBS,NaN,NaN
6,2015,1,GBS,NaN,NaN
7,2015,1,GBS,NaN,NaN
8,2015,1,GBS,NaN,NaN
9,2015,1,GBS,NaN,NaN
10,2015,1,GBS,NaN,NaN
11,2015,1,GBS,NaN,NaN
12,2015,1,GBS,NaN,NaN
13,2015,1,GBS,NaN,NaN
14,2015,1,GBS,NaN,NaN
15,2015,1,GBS,NaN,NaN
16,2015,1,GBS,NaN,NaN
17,2015,1,GBS,NaN,NaN
18,2015,1,GBS,NaN,NaN
19,2015,1,GBS,NaN,NaN
20,2015,1,GBS,NaN,NaN
21,2015,1,GBS,NaN,NaN
22,2015,1,GBS,NaN,NaN
23,2015,1,GBS,NaN,NaN
24,2015,1,GBS,NaN,NaN
25,2015,1,GBS,NaN,NaN
26,2015,1,GBS,NaN,NaN
27,2015,1,GBS,NaN,NaN
28,2015,1,GBS,NaN,NaN
29,2015,1,GBS,NaN,NaN
30,2015,1,GBS,NaN,NaN
0,2015,2,GBS,NaN,NaN
1,2015,2,GBS,NaN,NaN
2,2015,2,GBS,NaN,NaN
3,2015,2,GBS,NaN,NaN
4,2015,2,GBS,NaN,NaN
5,2015,2,GBS,NaN,NaN
6,2015,2,GBS,NaN,NaN
7,2015,2,GBS,NaN,NaN
8,2015,2,GBS,NaN,NaN
9,2015,2,GBS,NaN,NaN
10,2015,2,GBS,NaN,NaN
11,2015,2,GBS,NaN,NaN
12,2015,2,GBS,NaN,NaN
13,2015,2,GBS,NaN,NaN
14,2015,2,GBS,NaN,NaN
15,2015,2,GBS,NaN,NaN
16,2015,2,GBS,NaN,NaN
17,2015,2,GBS,NaN,NaN
18,2015,2,GBS,NaN,NaN
19,2015,2,GBS,NaN,NaN
20,2015,2,GBS,NaN,NaN
21,2015,2,GBS,NaN,NaN
22,2015,2,GBS,NaN,NaN
23,2015,2,GBS,NaN,NaN
24,2015,2,GBS,NaN,NaN
25,2015,2,GBS,NaN,NaN
26,2015,2,GBS,NaN,NaN
27,2015,2,GBS,NaN,NaN
28,2015,2,GBS,NaN,NaN
29,2015,2,GBS,NaN,NaN
30,2015,2,GBS,NaN,NaN
0,2015,3,GBS,NaN,NaN
1,2015,3,GBS,NaN,NaN
2,2015,3,GBS,NaN,NaN
3,2015,3,GBS,NaN,NaN
4,2015,3,GBS,NaN,NaN
5,2015,3,GBS,NaN,NaN
6,2015,3,GBS,NaN,NaN
7,2015,3,GBS,NaN,NaN
8,2015,3,GBS,NaN,NaN
9,2015,3,GBS,NaN,NaN
10,2015,3,GBS,NaN,NaN
11,2015,3,GBS,NaN,NaN
12,2015,3,GBS,NaN,NaN
13,2015,3,GBS,NaN,NaN
14,2015,3,GBS,NaN,NaN
15,2015,3,GBS,NaN,NaN
16,2015,3,GBS,NaN,NaN
17,2015,3,GBS,NaN,NaN
18,2015,3,GBS,NaN,NaN
19,2015,3,GBS,NaN,NaN
20,2015,3,GBS,NaN,NaN
21,2015,3,GBS,NaN,NaN
22,2015,3,GBS,NaN,NaN
23,2015,3,GBS,NaN,NaN
24,2015,3,GBS,NaN,NaN
25,2015,3,GBS,NaN,NaN
26,2015,3,GBS,NaN,NaN
27,2015,3,GBS,NaN,NaN
28,2015,3,GBS,NaN,NaN
29,2015,3,GBS,NaN,NaN
30,2015,3,GBS,NaN,NaN
0,2015,4,GBS,NaN,NaN
1,2015,4,GBS,NaN,NaN
2,2015,4,GBS,NaN,NaN
3,2015,4,GBS,NaN,NaN
4,2015,4,GBS,NaN,NaN
5,2015,4,GBS,NaN,NaN
6,2015,4,GBS,NaN,NaN
7,2015,4,GBS,NaN,NaN
8,2015,4,GBS,NaN,NaN
9,2015,4,GBS,NaN,NaN
10,2015,4,GBS,NaN,NaN
11,2015,4,GBS,NaN,NaN
12,2015,4,GBS,NaN,NaN
13,2015,4,GBS,NaN,NaN
14,2015,4,GBS,NaN,NaN
