Date,Years,Months,Lake,Depth,Specie,Value
8/22/2018,2018,8,GBS,Epi,RatNH4_TN,0
9/19/2018,2018,9,GBS,Epi,RatNH4_TN,0
10/10/2018,2018,10,GBS,Epi,RatNH4_TN,0
11/28/2018,2018,11,GBS,Epi,RatNH4_TN,8.463038007
NaN,2018,12,GBS,Epi,RatNH4_TN,NaN
NaN,2019,1,GBS,Epi,RatNH4_TN,NaN
NaN,2019,2,GBS,Epi,RatNH4_TN,NaN
3/27/2019,2019,3,GBS,Epi,RatNH4_TN,0.518105942
4/23/2019,2019,4,GBS,Epi,RatNH4_TN,2.477665464
5/22/2019,2019,5,GBS,Epi,RatNH4_TN,5.280796663
6/26/2019,2019,6,GBS,Epi,RatNH4_TN,0.97947372
7/24/2019,2019,7,GBS,Epi,RatNH4_TN,0.680027711
8/21/2019,2019,8,GBS,Epi,RatNH4_TN,4.625187919
9/18/2019,2019,9,GBS,Epi,RatNH4_TN,3.148355209
10/23/2019,2019,10,GBS,Epi,RatNH4_TN,7.391845042
NaN,2019,11,GBS,Epi,RatNH4_TN,NaN
12/11/2019,2019,12,GBS,Epi,RatNH4_TN,0
NaN,2000,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2000,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2000,3,GBS,Hypo,RatNH4_TN,NaN
4/5/2000,2000,4,GBS,Hypo,RatNH4_TN,NaN
5/3/2000,2000,5,GBS,Hypo,RatNH4_TN,NaN
6/14/2000,2000,6,GBS,Hypo,RatNH4_TN,NaN
7/12/2000,2000,7,GBS,Hypo,RatNH4_TN,NaN
8/9/2000,2000,8,GBS,Hypo,RatNH4_TN,NaN
9/6/2000,2000,9,GBS,Hypo,RatNH4_TN,NaN
10/4/2000,2000,10,GBS,Hypo,RatNH4_TN,NaN
11/15/2000,2000,11,GBS,Hypo,RatNH4_TN,NaN
NaN,2000,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2001,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2001,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2001,3,GBS,Hypo,RatNH4_TN,NaN
4/2/2001,2001,4,GBS,Hypo,RatNH4_TN,NaN
5/2/2001,2001,5,GBS,Hypo,RatNH4_TN,NaN
6/11/2001,2001,6,GBS,Hypo,RatNH4_TN,NaN
7/9/2001,2001,7,GBS,Hypo,RatNH4_TN,NaN
8/6/2001,2001,8,GBS,Hypo,RatNH4_TN,NaN
9/3/2001,2001,9,GBS,Hypo,RatNH4_TN,NaN
10/1/2001,2001,10,GBS,Hypo,RatNH4_TN,NaN
11/13/2001,2001,11,GBS,Hypo,RatNH4_TN,NaN
NaN,2001,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2002,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2002,2,GBS,Hypo,RatNH4_TN,NaN
3/18/2002,2002,3,GBS,Hypo,RatNH4_TN,2.060381715
4/15/2002,2002,4,GBS,Hypo,RatNH4_TN,1.407368026
5/13/2002,2002,5,GBS,Hypo,RatNH4_TN,3.344731934
6/10/2002,2002,6,GBS,Hypo,RatNH4_TN,3.627602013
7/8/2002,2002,7,GBS,Hypo,RatNH4_TN,0.799764213
8/5/2002,2002,8,GBS,Hypo,RatNH4_TN,0.850675305
9/2/2002,2002,9,GBS,Hypo,RatNH4_TN,1.998688214
NaN,2002,10,GBS,Hypo,RatNH4_TN,NaN
11/25/2002,2002,11,GBS,Hypo,RatNH4_TN,0
NaN,2002,12,GBS,Hypo,RatNH4_TN,NaN
1/20/2003,2003,1,GBS,Hypo,RatNH4_TN,0
NaN,2003,2,GBS,Hypo,RatNH4_TN,NaN
3/17/2003,2003,3,GBS,Hypo,RatNH4_TN,0
4/14/2003,2003,4,GBS,Hypo,RatNH4_TN,2.272727273
5/12/2003,2003,5,GBS,Hypo,RatNH4_TN,0.933475105
6/10/2003,2003,6,GBS,Hypo,RatNH4_TN,2.78626019
7/7/2003,2003,7,GBS,Hypo,RatNH4_TN,2.355433146
NaN,2003,8,GBS,Hypo,RatNH4_TN,NaN
9/1/2003,2003,9,GBS,Hypo,RatNH4_TN,4.699374483
10/27/2003,2003,10,GBS,Hypo,RatNH4_TN,7.531283398
11/24/2003,2003,11,GBS,Hypo,RatNH4_TN,2.142857143
NaN,2003,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2004,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2004,2,GBS,Hypo,RatNH4_TN,NaN
3/29/2004,2004,3,GBS,Hypo,RatNH4_TN,3.227821012
4/13/2004,2004,4,GBS,Hypo,RatNH4_TN,2.578126777
5/10/2004,2004,5,GBS,Hypo,RatNH4_TN,4.873323274
6/7/2004,2004,6,GBS,Hypo,RatNH4_TN,4.34442956
7/5/2004,2004,7,GBS,Hypo,RatNH4_TN,1.044331913
8/2/2004,2004,8,GBS,Hypo,RatNH4_TN,1.178688165
9/27/2004,2004,9,GBS,Hypo,RatNH4_TN,3.75
10/25/2004,2004,10,GBS,Hypo,RatNH4_TN,2.972104079
NaN,2004,11,GBS,Hypo,RatNH4_TN,NaN
NaN,2004,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2005,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2005,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2005,3,GBS,Hypo,RatNH4_TN,NaN
4/4/2005,2005,4,GBS,Hypo,RatNH4_TN,1.34375782
5/2/2005,2005,5,GBS,Hypo,RatNH4_TN,3.2269131
6/27/2005,2005,6,GBS,Hypo,RatNH4_TN,0.8948757
7/25/2005,2005,7,GBS,Hypo,RatNH4_TN,0.653768104
8/22/2005,2005,8,GBS,Hypo,RatNH4_TN,3.110056398
9/19/2005,2005,9,GBS,Hypo,RatNH4_TN,0.944573861
10/17/2005,2005,10,GBS,Hypo,RatNH4_TN,0
11/14/2005,2005,11,GBS,Hypo,RatNH4_TN,0.783321784
NaN,2005,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2006,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2006,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2006,3,GBS,Hypo,RatNH4_TN,NaN
NaN,2006,4,GBS,Hypo,RatNH4_TN,NaN
5/2/2006,2006,5,GBS,Hypo,RatNH4_TN,2.23941213
6/12/2006,2006,6,GBS,Hypo,RatNH4_TN,1.235090883
7/24/2006,2006,7,GBS,Hypo,RatNH4_TN,0
8/21/2006,2006,8,GBS,Hypo,RatNH4_TN,0
9/18/2006,2006,9,GBS,Hypo,RatNH4_TN,1.997662164
10/16/2006,2006,10,GBS,Hypo,RatNH4_TN,0
11/13/2006,2006,11,GBS,Hypo,RatNH4_TN,6.666666667
12/11/2006,2006,12,GBS,Hypo,RatNH4_TN,0
NaN,2007,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2007,2,GBS,Hypo,RatNH4_TN,NaN
3/5/2007,2007,3,GBS,Hypo,RatNH4_TN,0
4/2/2007,2007,4,GBS,Hypo,RatNH4_TN,0
5/2/2007,2007,5,GBS,Hypo,RatNH4_TN,9.424934558
6/25/2007,2007,6,GBS,Hypo,RatNH4_TN,8.49037137
7/23/2007,2007,7,GBS,Hypo,RatNH4_TN,6.978743576
8/20/2007,2007,8,GBS,Hypo,RatNH4_TN,0
9/17/2007,2007,9,GBS,Hypo,RatNH4_TN,6.258944211
10/15/2007,2007,10,GBS,Hypo,RatNH4_TN,1.856053961
NaN,2007,11,GBS,Hypo,RatNH4_TN,NaN
NaN,2007,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2008,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2008,2,GBS,Hypo,RatNH4_TN,NaN
3/31/2008,2008,3,GBS,Hypo,RatNH4_TN,NaN
4/28/2008,2008,4,GBS,Hypo,RatNH4_TN,3.057742916
5/26/2008,2008,5,GBS,Hypo,RatNH4_TN,8.880167859
6/23/2008,2008,6,GBS,Hypo,RatNH4_TN,0
7/21/2008,2008,7,GBS,Hypo,RatNH4_TN,0.631407655
8/18/2008,2008,8,GBS,Hypo,RatNH4_TN,7.263063602
9/15/2008,2008,9,GBS,Hypo,RatNH4_TN,7.318290663
10/13/2008,2008,10,GBS,Hypo,RatNH4_TN,9.021381857
11/10/2008,2008,11,GBS,Hypo,RatNH4_TN,5.458425087
12/8/2008,2008,12,GBS,Hypo,RatNH4_TN,0
NaN,2009,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2009,2,GBS,Hypo,RatNH4_TN,NaN
3/30/2009,2009,3,GBS,Hypo,RatNH4_TN,0
4/27/2009,2009,4,GBS,Hypo,RatNH4_TN,0.944208158
5/27/2009,2009,5,GBS,Hypo,RatNH4_TN,14.82639758
6/22/2009,2009,6,GBS,Hypo,RatNH4_TN,1.306011484
7/20/2009,2009,7,GBS,Hypo,RatNH4_TN,3.396149383
8/17/2009,2009,8,GBS,Hypo,RatNH4_TN,1.500607806
9/14/2009,2009,9,GBS,Hypo,RatNH4_TN,2.26609958
10/12/2009,2009,10,GBS,Hypo,RatNH4_TN,4.770560861
11/16/2009,2009,11,GBS,Hypo,RatNH4_TN,10.57770173
12/7/2009,2009,12,GBS,Hypo,RatNH4_TN,0
NaN,2010,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2010,2,GBS,Hypo,RatNH4_TN,NaN
3/24/2010,2010,3,GBS,Hypo,RatNH4_TN,0
4/6/2010,2010,4,GBS,Hypo,RatNH4_TN,0
5/3/2010,2010,5,GBS,Hypo,RatNH4_TN,5.079988912
6/28/2010,2010,6,GBS,Hypo,RatNH4_TN,6.35186697
7/26/2010,2010,7,GBS,Hypo,RatNH4_TN,1.135121097
8/30/2010,2010,8,GBS,Hypo,RatNH4_TN,1.65678309
9/20/2010,2010,9,GBS,Hypo,RatNH4_TN,1.911664114
10/18/2010,2010,10,GBS,Hypo,RatNH4_TN,1.093736967
11/15/2010,2010,11,GBS,Hypo,RatNH4_TN,5
NaN,2010,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2011,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2011,2,GBS,Hypo,RatNH4_TN,NaN
3/21/2011,2011,3,GBS,Hypo,RatNH4_TN,3.382255442
4/11/2011,2011,4,GBS,Hypo,RatNH4_TN,3.333333333
5/2/2011,2011,5,GBS,Hypo,RatNH4_TN,8.963747956
6/27/2011,2011,6,GBS,Hypo,RatNH4_TN,18.14238448
7/20/2011,2011,7,GBS,Hypo,RatNH4_TN,0.691352072
8/22/2011,2011,8,GBS,Hypo,RatNH4_TN,5.055353182
9/19/2011,2011,9,GBS,Hypo,RatNH4_TN,6.181202233
10/17/2011,2011,10,GBS,Hypo,RatNH4_TN,8.588391293
11/14/2011,2011,11,GBS,Hypo,RatNH4_TN,8.333333333
12/12/2011,2011,12,GBS,Hypo,RatNH4_TN,12.15699274
NaN,2012,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2012,2,GBS,Hypo,RatNH4_TN,NaN
3/26/2012,2012,3,GBS,Hypo,RatNH4_TN,2.047441833
4/23/2012,2012,4,GBS,Hypo,RatNH4_TN,1.476886957
5/21/2012,2012,5,GBS,Hypo,RatNH4_TN,10.08149863
6/18/2012,2012,6,GBS,Hypo,RatNH4_TN,8.048567928
7/16/2012,2012,7,GBS,Hypo,RatNH4_TN,4.496484484
8/13/2012,2012,8,GBS,Hypo,RatNH4_TN,5.140673787
9/10/2012,2012,9,GBS,Hypo,RatNH4_TN,3.719073627
10/8/2012,2012,10,GBS,Hypo,RatNH4_TN,4.421389559
11/5/2012,2012,11,GBS,Hypo,RatNH4_TN,8
12/3/2012,2012,12,GBS,Hypo,RatNH4_TN,14
NaN,2013,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2013,2,GBS,Hypo,RatNH4_TN,NaN
3/18/2013,2013,3,GBS,Hypo,RatNH4_TN,2.641870293
4/15/2013,2013,4,GBS,Hypo,RatNH4_TN,3.333333333
5/13/2013,2013,5,GBS,Hypo,RatNH4_TN,7.862484445
6/10/2013,2013,6,GBS,Hypo,RatNH4_TN,9.267518258
7/8/2013,2013,7,GBS,Hypo,RatNH4_TN,14.52040974
8/5/2013,2013,8,GBS,Hypo,RatNH4_TN,4.80135158
9/2/2013,2013,9,GBS,Hypo,RatNH4_TN,7.114849969
10/28/2013,2013,10,GBS,Hypo,RatNH4_TN,7.142857143
11/25/2013,2013,11,GBS,Hypo,RatNH4_TN,12.5
12/11/2013,2013,12,GBS,Hypo,RatNH4_TN,3.75
NaN,2014,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2014,2,GBS,Hypo,RatNH4_TN,NaN
3/31/2014,2014,3,GBS,Hypo,RatNH4_TN,NaN
4/28/2014,2014,4,GBS,Hypo,RatNH4_TN,5.190976567
5/26/2014,2014,5,GBS,Hypo,RatNH4_TN,5.534056795
6/23/2014,2014,6,GBS,Hypo,RatNH4_TN,4.938047284
7/21/2014,2014,7,GBS,Hypo,RatNH4_TN,4.511065292
8/18/2014,2014,8,GBS,Hypo,RatNH4_TN,5
9/15/2014,2014,9,GBS,Hypo,RatNH4_TN,3.823659411
10/13/2014,2014,10,GBS,Hypo,RatNH4_TN,4.080516545
11/10/2014,2014,11,GBS,Hypo,RatNH4_TN,10.54686848
12/8/2014,2014,12,GBS,Hypo,RatNH4_TN,16.66666667
NaN,2015,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2015,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2015,3,GBS,Hypo,RatNH4_TN,NaN
NaN,2015,4,GBS,Hypo,RatNH4_TN,NaN
5/20/2015,2015,5,GBS,Hypo,RatNH4_TN,9.665520093
6/17/2015,2015,6,GBS,Hypo,RatNH4_TN,9.339526567
7/15/2015,2015,7,GBS,Hypo,RatNH4_TN,8.715550708
8/12/2015,2015,8,GBS,Hypo,RatNH4_TN,1.844287854
9/2/2015,2015,9,GBS,Hypo,RatNH4_TN,2.92731723
10/7/2015,2015,10,GBS,Hypo,RatNH4_TN,0
11/4/2015,2015,11,GBS,Hypo,RatNH4_TN,0
12/2/2015,2015,12,GBS,Hypo,RatNH4_TN,8.543876875
NaN,2016,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2016,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2016,3,GBS,Hypo,RatNH4_TN,NaN
4/1/2016,2016,4,GBS,Hypo,RatNH4_TN,1.176340589
5/9/2016,2016,5,GBS,Hypo,RatNH4_TN,4.131481321
6/22/2016,2016,6,GBS,Hypo,RatNH4_TN,13.78961147
7/13/2016,2016,7,GBS,Hypo,RatNH4_TN,5.530443288
8/10/2016,2016,8,GBS,Hypo,RatNH4_TN,7.477919041
9/7/2016,2016,9,GBS,Hypo,RatNH4_TN,4.466164804
10/19/2016,2016,10,GBS,Hypo,RatNH4_TN,0
11/9/2016,2016,11,GBS,Hypo,RatNH4_TN,8.333333333
NaN,2016,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2017,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2017,2,GBS,Hypo,RatNH4_TN,NaN
3/22/2017,2017,3,GBS,Hypo,RatNH4_TN,0.706511453
4/26/2017,2017,4,GBS,Hypo,RatNH4_TN,1.132164622
5/30/2017,2017,5,GBS,Hypo,RatNH4_TN,3.320034835
6/28/2017,2017,6,GBS,Hypo,RatNH4_TN,0
7/30/2017,2017,7,GBS,Hypo,RatNH4_TN,0
8/23/2017,2017,8,GBS,Hypo,RatNH4_TN,2.699163649
9/20/2017,2017,9,GBS,Hypo,RatNH4_TN,0
10/18/2017,2017,10,GBS,Hypo,RatNH4_TN,0
11/14/2017,2017,11,GBS,Hypo,RatNH4_TN,8.571428571
12/6/2017,2017,12,GBS,Hypo,RatNH4_TN,5.714285714
NaN,2018,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2018,2,GBS,Hypo,RatNH4_TN,NaN
NaN,2018,3,GBS,Hypo,RatNH4_TN,NaN
4/25/2018,2018,4,GBS,Hypo,RatNH4_TN,8.622316737
5/22/2018,2018,5,GBS,Hypo,RatNH4_TN,11.72161738
6/19/2018,2018,6,GBS,Hypo,RatNH4_TN,2.98436327
7/30/2018,2018,7,GBS,Hypo,RatNH4_TN,0
8/22/2018,2018,8,GBS,Hypo,RatNH4_TN,0
9/19/2018,2018,9,GBS,Hypo,RatNH4_TN,0
10/10/2018,2018,10,GBS,Hypo,RatNH4_TN,0
11/28/2018,2018,11,GBS,Hypo,RatNH4_TN,9.552243902
NaN,2018,12,GBS,Hypo,RatNH4_TN,NaN
NaN,2019,1,GBS,Hypo,RatNH4_TN,NaN
NaN,2019,2,GBS,Hypo,RatNH4_TN,NaN
3/27/2019,2019,3,GBS,Hypo,RatNH4_TN,0
4/23/2019,2019,4,GBS,Hypo,RatNH4_TN,3.293881348
5/22/2019,2019,5,GBS,Hypo,RatNH4_TN,5.605432245
6/26/2019,2019,6,GBS,Hypo,RatNH4_TN,0
7/24/2019,2019,7,GBS,Hypo,RatNH4_TN,2.228042386
8/21/2019,2019,8,GBS,Hypo,RatNH4_TN,4.964437949
9/18/2019,2019,9,GBS,Hypo,RatNH4_TN,5.003232926
10/23/2019,2019,10,GBS,Hypo,RatNH4_TN,9.181779195
NaN,2019,11,GBS,Hypo,RatNH4_TN,NaN
12/11/2019,2019,12,GBS,Hypo,RatNH4_TN,0
NaN,2000,1,GBS,Mean,RatTN_TP,NaN
NaN,2000,2,GBS,Mean,RatTN_TP,NaN
NaN,2000,3,GBS,Mean,RatTN_TP,NaN
4/5/2000,2000,4,GBS,Mean,RatTN_TP,44.22919423
5/3/2000,2000,5,GBS,Mean,RatTN_TP,67.34414644
6/14/2000,2000,6,GBS,Mean,RatTN_TP,83.61441991
7/12/2000,2000,7,GBS,Mean,RatTN_TP,92.94416652
8/9/2000,2000,8,GBS,Mean,RatTN_TP,86.67283096
9/6/2000,2000,9,GBS,Mean,RatTN_TP,88.84891745
10/4/2000,2000,10,GBS,Mean,RatTN_TP,105.2118536
11/15/2000,2000,11,GBS,Mean,RatTN_TP,87.00373374
NaN,2000,12,GBS,Mean,RatTN_TP,NaN
NaN,2001,1,GBS,Mean,RatTN_TP,NaN
NaN,2001,2,GBS,Mean,RatTN_TP,NaN
NaN,2001,3,GBS,Mean,RatTN_TP,NaN
4/2/2001,2001,4,GBS,Mean,RatTN_TP,48.86449754
5/2/2001,2001,5,GBS,Mean,RatTN_TP,60.83202594
6/11/2001,2001,6,GBS,Mean,RatTN_TP,88.91658888
7/9/2001,2001,7,GBS,Mean,RatTN_TP,84.86705022
8/6/2001,2001,8,GBS,Mean,RatTN_TP,87.73440177
9/3/2001,2001,9,GBS,Mean,RatTN_TP,130.2268489
10/1/2001,2001,10,GBS,Mean,RatTN_TP,59.49633819
11/13/2001,2001,11,GBS,Mean,RatTN_TP,53.77946723
NaN,2001,12,GBS,Mean,RatTN_TP,NaN
NaN,2002,1,GBS,Mean,RatTN_TP,NaN
2/4/2002,2002,2,GBS,Mean,RatTN_TP,NaN
3/4/2002,2002,3,GBS,Mean,RatTN_TP,46.46922463
4/2/2002,2002,4,GBS,Mean,RatTN_TP,48.73143881
5/13/2002,2002,5,GBS,Mean,RatTN_TP,63.89181283
6/10/2002,2002,6,GBS,Mean,RatTN_TP,81.36332908
7/8/2002,2002,7,GBS,Mean,RatTN_TP,87.2482789
8/5/2002,2002,8,GBS,Mean,RatTN_TP,85.52767164
9/2/2002,2002,9,GBS,Mean,RatTN_TP,57.09172112
10/15/2002,2002,10,GBS,Mean,RatTN_TP,NaN
11/25/2002,2002,11,GBS,Mean,RatTN_TP,43.26552479
NaN,2002,12,GBS,Mean,RatTN_TP,NaN
1/20/2003,2003,1,GBS,Mean,RatTN_TP,38.36900359
NaN,2003,2,GBS,Mean,RatTN_TP,NaN
3/17/2003,2003,3,GBS,Mean,RatTN_TP,41.38176059
4/14/2003,2003,4,GBS,Mean,RatTN_TP,46.22507575
5/12/2003,2003,5,GBS,Mean,RatTN_TP,52.88522101
6/10/2003,2003,6,GBS,Mean,RatTN_TP,78.50793746
7/7/2003,2003,7,GBS,Mean,RatTN_TP,63.36996557
8/18/2003,2003,8,GBS,Mean,RatTN_TP,NaN
9/1/2003,2003,9,GBS,Mean,RatTN_TP,41.65290734
10/13/2003,2003,10,GBS,Mean,RatTN_TP,27.2560408
11/10/2003,2003,11,GBS,Mean,RatTN_TP,26.26477817
NaN,2003,12,GBS,Mean,RatTN_TP,NaN
NaN,2004,1,GBS,Mean,RatTN_TP,NaN
NaN,2004,2,GBS,Mean,RatTN_TP,NaN
3/29/2004,2004,3,GBS,Mean,RatTN_TP,36.270286
4/13/2004,2004,4,GBS,Mean,RatTN_TP,43.12689323
5/10/2004,2004,5,GBS,Mean,RatTN_TP,46.80714479
6/7/2004,2004,6,GBS,Mean,RatTN_TP,61.49736841
7/5/2004,2004,7,GBS,Mean,RatTN_TP,61.85660982
8/2/2004,2004,8,GBS,Mean,RatTN_TP,53.1168162
9/27/2004,2004,9,GBS,Mean,RatTN_TP,52.54268577
10/11/2004,2004,10,GBS,Mean,RatTN_TP,37.80783446
11/8/2004,2004,11,GBS,Mean,RatTN_TP,NaN
NaN,2004,12,GBS,Mean,RatTN_TP,NaN
NaN,2005,1,GBS,Mean,RatTN_TP,NaN
NaN,2005,2,GBS,Mean,RatTN_TP,NaN
NaN,2005,3,GBS,Mean,RatTN_TP,NaN
4/4/2005,2005,4,GBS,Mean,RatTN_TP,39.68693896
5/2/2005,2005,5,GBS,Mean,RatTN_TP,62.37870091
6/27/2005,2005,6,GBS,Mean,RatTN_TP,92.25736563
7/25/2005,2005,7,GBS,Mean,RatTN_TP,91.30965047
8/22/2005,2005,8,GBS,Mean,RatTN_TP,80.86830741
9/19/2005,2005,9,GBS,Mean,RatTN_TP,70.29632336
10/17/2005,2005,10,GBS,Mean,RatTN_TP,76.01985484
11/14/2005,2005,11,GBS,Mean,RatTN_TP,67.93144053
NaN,2005,12,GBS,Mean,RatTN_TP,NaN
NaN,2006,1,GBS,Mean,RatTN_TP,NaN
NaN,2006,2,GBS,Mean,RatTN_TP,NaN
NaN,2006,3,GBS,Mean,RatTN_TP,NaN
NaN,2006,4,GBS,Mean,RatTN_TP,NaN
5/2/2006,2006,5,GBS,Mean,RatTN_TP,48.54162335
6/12/2006,2006,6,GBS,Mean,RatTN_TP,61.63644686
7/24/2006,2006,7,GBS,Mean,RatTN_TP,69.9917787
8/21/2006,2006,8,GBS,Mean,RatTN_TP,43.99194632
9/18/2006,2006,9,GBS,Mean,RatTN_TP,27.15473479
10/16/2006,2006,10,GBS,Mean,RatTN_TP,25.13897833
11/13/2006,2006,11,GBS,Mean,RatTN_TP,24.13593567
12/11/2006,2006,12,GBS,Mean,RatTN_TP,21.82979493
NaN,2007,1,GBS,Mean,RatTN_TP,NaN
NaN,2007,2,GBS,Mean,RatTN_TP,NaN
3/5/2007,2007,3,GBS,Mean,RatTN_TP,24.3955408
4/2/2007,2007,4,GBS,Mean,RatTN_TP,23.74208286
5/2/2007,2007,5,GBS,Mean,RatTN_TP,24.81568071
6/25/2007,2007,6,GBS,Mean,RatTN_TP,31.81747357
7/23/2007,2007,7,GBS,Mean,RatTN_TP,40.5049793
8/20/2007,2007,8,GBS,Mean,RatTN_TP,29.18614667
9/17/2007,2007,9,GBS,Mean,RatTN_TP,23.14359372
10/15/2007,2007,10,GBS,Mean,RatTN_TP,29.19140692
NaN,2007,11,GBS,Mean,RatTN_TP,NaN
12/10/2007,2007,12,GBS,Mean,RatTN_TP,NaN
NaN,2008,1,GBS,Mean,RatTN_TP,NaN
NaN,2008,2,GBS,Mean,RatTN_TP,NaN
3/31/2008,2008,3,GBS,Mean,RatTN_TP,NaN
4/28/2008,2008,4,GBS,Mean,RatTN_TP,35.94529058
5/26/2008,2008,5,GBS,Mean,RatTN_TP,47.77805931
6/23/2008,2008,6,GBS,Mean,RatTN_TP,49.31863029
7/21/2008,2008,7,GBS,Mean,RatTN_TP,60.56298428
8/18/2008,2008,8,GBS,Mean,RatTN_TP,58.31013126
9/15/2008,2008,9,GBS,Mean,RatTN_TP,38.76178598
10/13/2008,2008,10,GBS,Mean,RatTN_TP,37.09605125
11/10/2008,2008,11,GBS,Mean,RatTN_TP,30.88648776
12/8/2008,2008,12,GBS,Mean,RatTN_TP,36.87083697
NaN,2009,1,GBS,Mean,RatTN_TP,NaN
NaN,2009,2,GBS,Mean,RatTN_TP,NaN
3/30/2009,2009,3,GBS,Mean,RatTN_TP,37.56161099
4/27/2009,2009,4,GBS,Mean,RatTN_TP,39.36177908
5/27/2009,2009,5,GBS,Mean,RatTN_TP,43.91253657
6/22/2009,2009,6,GBS,Mean,RatTN_TP,67.11580247
7/20/2009,2009,7,GBS,Mean,RatTN_TP,55.96120588
8/17/2009,2009,8,GBS,Mean,RatTN_TP,57.46808801
9/14/2009,2009,9,GBS,Mean,RatTN_TP,45.69258664
10/12/2009,2009,10,GBS,Mean,RatTN_TP,37.27145701
11/16/2009,2009,11,GBS,Mean,RatTN_TP,31.99263038
12/7/2009,2009,12,GBS,Mean,RatTN_TP,29.35224037
NaN,2010,1,GBS,Mean,RatTN_TP,NaN
NaN,2010,2,GBS,Mean,RatTN_TP,NaN
3/24/2010,2010,3,GBS,Mean,RatTN_TP,31.51545452
4/6/2010,2010,4,GBS,Mean,RatTN_TP,34.58911849
5/3/2010,2010,5,GBS,Mean,RatTN_TP,40.42665538
6/28/2010,2010,6,GBS,Mean,RatTN_TP,49.40443808
7/26/2010,2010,7,GBS,Mean,RatTN_TP,46.54716061
8/30/2010,2010,8,GBS,Mean,RatTN_TP,36.03298062
9/20/2010,2010,9,GBS,Mean,RatTN_TP,38.51557751
10/18/2010,2010,10,GBS,Mean,RatTN_TP,33.71344569
11/15/2010,2010,11,GBS,Mean,RatTN_TP,33.49377436
NaN,2010,12,GBS,Mean,RatTN_TP,NaN
NaN,2011,1,GBS,Mean,RatTN_TP,NaN
NaN,2011,2,GBS,Mean,RatTN_TP,NaN
3/21/2011,2011,3,GBS,Mean,RatTN_TP,32.38626816
4/11/2011,2011,4,GBS,Mean,RatTN_TP,37.70181241
5/2/2011,2011,5,GBS,Mean,RatTN_TP,39.71650986
6/27/2011,2011,6,GBS,Mean,RatTN_TP,48.05654196
7/20/2011,2011,7,GBS,Mean,RatTN_TP,54.20066608
8/22/2011,2011,8,GBS,Mean,RatTN_TP,39.98573777
9/19/2011,2011,9,GBS,Mean,RatTN_TP,48.31239099
10/17/2011,2011,10,GBS,Mean,RatTN_TP,19.7521378
11/14/2011,2011,11,GBS,Mean,RatTN_TP,26.39775852
12/12/2011,2011,12,GBS,Mean,RatTN_TP,25.44566685
NaN,2012,1,GBS,Mean,RatTN_TP,NaN
NaN,2012,2,GBS,Mean,RatTN_TP,NaN
3/26/2012,2012,3,GBS,Mean,RatTN_TP,20.37854825
4/23/2012,2012,4,GBS,Mean,RatTN_TP,31.70721036
5/21/2012,2012,5,GBS,Mean,RatTN_TP,34.14004939
6/18/2012,2012,6,GBS,Mean,RatTN_TP,31.41719498
7/16/2012,2012,7,GBS,Mean,RatTN_TP,35.373166
8/13/2012,2012,8,GBS,Mean,RatTN_TP,28.22610044
9/10/2012,2012,9,GBS,Mean,RatTN_TP,25.1816484
10/8/2012,2012,10,GBS,Mean,RatTN_TP,18.56108091
11/5/2012,2012,11,GBS,Mean,RatTN_TP,20.01123711
12/3/2012,2012,12,GBS,Mean,RatTN_TP,17.3837745
NaN,2013,1,GBS,Mean,RatTN_TP,NaN
NaN,2013,2,GBS,Mean,RatTN_TP,NaN
3/18/2013,2013,3,GBS,Mean,RatTN_TP,25.97096469
4/15/2013,2013,4,GBS,Mean,RatTN_TP,21.61811577
5/13/2013,2013,5,GBS,Mean,RatTN_TP,23.11862421
